"","ID","tau","lrc","res","sal","mem","zet","lp","ll","Persec"
"reset31","58f89d1cedf274000143eb4e",0.001,0.999,0.710021189237627,2.86627442987894e-06,0.99999374113206,0.149952319974933,-28.3018495840869,-25.3890764428845,3
"reset32","58fa6e1bd0055c0001dd838a",0.001,0.999,0.0108822480564143,6.81065469697514e-06,0.999998119281702,0.20492235076537,-49.6147677312226,-46.3882656368078,0
"reset33","590f202eea0e130001039e1f",0.001,0.999,0.464525840511561,0.486161056379153,0.999987839202206,0.212187600839081,-43.1495440367195,-43.0350531306038,6
"reset34","593ead9ea514380001e5cf86",0.001,0.999,0.32467071789917,0.474266229355626,0.999999321926387,0.077398674775907,-35.4338103367863,-35.2751140980469,2
"reset35","595339f4ad2ce90001b88266",0.001,0.999,0.973959087491287,0.50090052428135,0.999957191441873,0.250146356002694,-40.4224206266841,-40.1175903033461,0
"reset36","5953d37b3d663c00011d233c",0.001,0.999,0.722374096211849,0.373672880018688,0.999972292813306,0.486966251709042,-58.7929955797551,-57.9281616671672,0
"reset37","598ab1ed19432500016fafa1",0.001,0.999,0.629319685813541,0.256813514945386,0.999964192962161,0.719057690199505,-67.575618779502,-65.5457687864801,0
"reset38","5991c4a8e339120001fb8c7e",0.001,0.999,0.492112966851931,0.334441600982825,0.999999585948055,0.265199776060693,-44.3889416872783,-43.7834043174754,0
"reset39","5995ed90d1732a00013425c5",0.001,0.999,0.423557513620164,0.335509127851622,0.999973293290306,0.583265990814004,-61.8913973852285,-60.6340449233637,2
"reset40","599614af004c4f0001cc8642",0.001,0.999,7.02125959770878e-06,0.0268427171721545,0.999999607900884,0.207547321405119,-71.2430449017523,-69.1834549409165,0
"reset41","59c80c180aaf750001213cbf",0.001,0.999,0.500070272104995,0.499630734922958,0.500694545092792,0.292406190930021,-39.1214902799151,-39.8074199488752,0
"reset42","59d38d62323bd80001e200bc",0.001,0.999,0.221080812930101,0.603046719250814,0.999998284682388,0.558111472168133,-62.240413538687,-60.8034890257635,12
"reset43","59d4b084115096000190dbce",0.001,0.999,0.496853431038981,0.499868941533686,0.999998969292836,0.203319314328475,-37.787531742536,-37.4466305400441,0
"reset44","59e5fd82e75b450001a691ec",0.001,0.999,0.402032013761446,0.48271959418278,0.999999043588591,0.0332347227559064,-23.8630417656449,-23.7972191512244,5
"reset45","59e8cb08bab73300016bd7f7",0.001,0.999,0.637967938397471,0.477929018310369,0.999999044569225,0.228644070075114,-48.2012735087628,-47.7872619023354,0
"reset46","59e9d2c6c0d35a0001295448",0.001,0.999,0.987354196137822,2.52110819648467e-07,0.999998974991017,0.113709542747074,-28.3662331928297,-24.4521151462971,0
"reset47","5a3996f6ae52e600010a0192",0.001,0.999,0.993983753329533,0.494620904950543,0.998628569747232,0.586289677015897,-59.970660945762,-58.7507712636188,0
"reset48","5a3a570307245d0001fc0692",0.001,0.999,0.535452409251694,0.500482922100181,0.999998803860356,0.318645878326012,-51.3009468063839,-50.6919709046298,2
"reset49","5a3c0b842f91ec0001dc9bb4",0.001,0.999,0.535859618688342,0.501341305307134,0.999966753830218,0.433300606551368,-55.4204930999221,-54.8000586330085,0
"reset50","5a4e26a8f4c9dc0001b7a1b5",0.001,0.999,0.537745088861929,0.504087508838501,0.999937746073283,0.289392660029161,-45.5907811425173,-45.4540863808636,0
"reset51","5a5a3ec6ac5624000153e0f7",0.001,0.999,0.418962640128821,0.455961032476985,0.999998913262016,0.388507192548676,-52.7707216032624,-51.9470116970908,0
