"","ID","pHI0","uHI0","pSI0","uSI0","upi","etaHI","etaSI","ll","Persec","ICARTot","Order"
"ID566","5f1594305688f5654fe92691",0.0278983398028555,1.0940697305544,0.961388997305252,2.45391291890013,4.23389587909514,0.450775580037097,0.909631075789024,-67.0385830751351,1,8,"Unfair"
"ID567","5f15c46a19912324313effa0",0.232808224605003,1.15091154575989,0.591091790850802,0.295233285366749,0.388286886761331,0.472745868959935,0.566377483361823,-46.8018848420146,6,5,"Unfair"
"ID568","5f16a5057185b3397ea67287",0.979226090975568,6.10540268020329,0.998400376277442,5.8868310672414,10.9157478300485,0.0222546264883368,0.178771513971852,-85.678553841923,6,4,"Fair"
"ID569","5f180933704e8402d4d9cc26",0.023421026968944,2.97373125969323,0.967865992209445,1.93525017865464,7.3050031713217,0.533724171524552,0.523152843448657,-77.5986237133086,1,4,"Unfair"
"ID570","5f181092bc89f00dc2e577a2",0.0988896819416392,0.273647159591879,0.35966749633014,1.09614806026251,1.05901130207103,0.272866232708359,0.996072286385927,-30.5571151569664,1,3,"Unfair"
"ID571","5f18362e7f876d064235cd4d",0.863267296706267,0.036792624380052,0.82688891814181,0.0355099020621151,3.99383730399051,0.45381180878028,0.108687102838417,-22.9109621766148,7,8,"Unfair"
"ID572","5f188417c5b3a405f3ccaf42",0.264250894516673,1.64115452676778,0.425918596832741,1.43253608855402,1.92754545034537,0.806056238041075,0.0115383584985576,-74.9009090972926,8,7,"Fair"
"ID573","5f197913958d110428c74dc3",0.947376447446763,0.617716324284268,0.999396003684891,1.75941028765118,9.31096852529148,0.345234431169365,0.610463801029206,-80.0190926752095,2,5,"Unfair"
"ID574","5f1992235bab3d018fea7199",0.632653892586443,0.558767326117153,0.613881481983459,0.140753755004858,4.5556950209565,0.497467125535535,0.134352792579284,-69.0190177458559,0,2,"Unfair"
"ID575","5f1cbc000b408b58e8d2799d",0.969031123512105,0.295923667095563,0.922279727827519,0.204881811859707,3.93202855209379,0.0448092838525272,0.00498387803726679,-56.1044104792926,0,3,"Fair"
"ID576","5f1dbd03e2aa49719e42be44",0.0485091977703526,0.938931987689904,0.0265119441178722,5.39143160479109,4.9619662726906,0.290895044376643,0.520134528757354,-77.0450525719816,3,8,"Unfair"
"ID577","5f1e8c0cff2a66849b622c3f",0.57641777515561,1.42183611065396,0.803622685562065,0.631197180794326,1.41648737320285,0.260158582163591,0.396861220227378,-61.5547670959269,2,6,"Fair"
"ID578","5f1ec05b39c51401c9816f75",0.10869635668929,0.0975087558147479,0.959649853143382,1.16996328400051,2.62417037958792,0.546929292089335,0.959864187415362,-31.99670299538,0,10,"Unfair"
"ID579","5f1ecb5f19d0160009650698",0.204710838983685,1.01596432611524,0.192682641146295,1.1204949763755,0.307862261137257,0.915447151670157,0.927068847495676,-42.000202177389,2,3,"Fair"
"ID580","5f2022e9b0c712068b39881d",0.997542799120149,1.93560630292277,0.974189704557117,0.541944541344105,13.2171284199527,0.161957733328729,0.249291786181845,-81.8413860512366,1,10,"Fair"
"ID581","5f219544dd502e57a6fbc1ea",2.91411804603375e-05,5.20700141642526,0.871026053478752,0.440715500012116,5.94332109500283,0.0979500905274884,0.458164072435626,-64.6251900035395,3,6,"Unfair"
"ID582","5f22d64ea30b70011ef0c798",0.193699834257033,0.150011027271692,0.766171283797168,0.110176945545524,1.37933560210823,0.0646501181127567,0.758871503174854,-24.7617976807466,0,9,"Fair"
"ID583","5f230a01e84721061b991468",0.965366904084686,3.94733816264178,0.998362428586727,1.06442553555715,14.289643879051,0.290106201016132,0.536516210193716,-90.7550933199876,0,5,"Unfair"
"ID584","5f23f14e2ecae8011ec4021f",0.634594404058439,0.771033014044495,0.658180927437458,0.529499135085326,0.186612972553545,0.110333782772337,0.196272467148089,-27.5228161095256,0,6,"Fair"
"ID585","5f241d0b45dc8a000bf6598e",0.154822617595725,1.24563023468864,0.133088859347986,1.3517730173345,1.12325639162197,0.767156162061538,0.887615685010604,-68.8316542062112,10,8,"Fair"
"ID586","5f2458749912ad00087e5677",0.88858387630703,1.11534565429552,0.93421799551405,1.03381264944539,3.01640016279073,0.0237808667449313,0.114233472101908,-72.4389579298961,0,4,"Fair"
"ID587","5f248b5e85d14607869bf0b1",0.788126286395094,1.58701510593012,0.756281814204814,0.0901290136852016,2.83477392715278,0.0505622174638809,0.751180129423395,-56.4170482107042,3,3,"Unfair"
"ID588","5f259a37b31f0a24d246592c",0.464802358054313,0.0531433904490635,0.670441082238365,2.20772709352677,2.38376360127432,0.644539046230887,0.200216271730359,-49.948732884833,2,4,"Unfair"
"ID589","5f26f8c4865df449da96eb01",0.691603689696728,0.625443778573229,0.702157658205255,1.00416823244141,0.754893958432534,0.101411635590937,0.00889230873388806,-56.0805285906009,4,6,"Fair"
"ID590","5f27f1cb93d6b104aba364b7",0.0155382212337392,2.38164260904454,0.993119135824216,1.87332092738515,8.9514132250258,0.637601019281615,0.114789260726847,-80.7444782416166,0,4,"Fair"
"ID591","5f2855353350fe14fdf0e5ed",0.999325833849364,1.56672594579659,0.998572678026154,2.15067023605579,3.23881871834958,0.728771700311413,0.700719823986851,-70.8557956610149,7,9,"Unfair"
"ID592","5f2923126e0e8f000bf30b5e",0.0303134253591108,0.0522222270692576,0.498333437383007,0.00855034224634943,3.87679028120818,0.5209722116417,0.103583268879648,-83.5064004717564,0,4,"Fair"
"ID593","5f29771a02125b079dfbd06f",0.357754787597196,0.126445445267605,0.226229533312896,0.23142855138026,4.48976226310817,0.370206121814995,0.690940572773021,-71.7794359762888,0,3,"Unfair"
"ID594","5f2ada2a200d1e3e9055a672",0.99955119225229,1.22442837226976,0.997877851089954,0.986273532824157,7.20144191046822,0.499125635296751,0.340969005343847,-74.2004903052553,0,3,"Unfair"
"ID595","5f2aeb4488d9b2432bb9e1c0",0.479493629874455,0.320257201660615,0.993904537676921,0.295612704705642,3.72376995370415,0.852204844586916,0.13651944672102,-43.5205468561672,3,4,"Unfair"
"ID596","5f2afb53c46fc647c2340fd1",0.582106354002238,0.917357587018987,0.567201177457103,0.238262701231781,1.10712974422204,0.404873366288786,0.684482154384964,-51.5371823242112,9,10,"Fair"
"ID597","5f2b24337bf4715276306315",0.940050031457254,0.21232523798279,0.972453056979698,0.31302037987342,5.32701506159449,0.146593910188549,0.702443120993917,-66.5627639833128,0,6,"Fair"
"ID598","5f2b24c4224df7527baee383",0.815577940084723,3.74988928060072,0.987320058811258,1.12121909606835,8.259089116346,0.878639302066603,0.158950150981089,-78.7408193178187,2,5,"Unfair"
"ID599","5f2bc8528a626e67a97c0aa1",0.492353487876951,0.0662455448307626,0.482242207665572,0.0570554756054406,1.54528494055801,0.293442134343766,0.754780672425855,-36.3265228857182,4,6,"Fair"
"ID600","5f2bca23a5b07c67ada7968a",0.97716760490254,3.01432367287504,0.959959848532308,2.70779281607678,3.82460143009107,0.0964612182667442,0.300077756114058,-78.0651874432473,1,2,"Fair"
"ID601","5f2be26ccab8eb00086d40b5",0.788056055316455,1.40010613676991,0.802447363480198,1.60553210181425,9.40122924813428,0.229214262071293,0.0323129225134592,-86.2318866615047,0,9,"Fair"
"ID602","5f2be5fbd7e754013893eb59",0.520688265831694,2.16533544129513,0.329051449143123,3.33609239377368,9.41884856076518,0.382297467576781,0.10407556470635,-87.3697546932838,2,5,"Fair"
"ID603","5f2bee3fa37b0b0132970ddc",0.210990304100008,0.107126774193705,0.967371977712604,0.640339671066769,3.17406254819925,0.615694837797467,0.0750999966458655,-41.4265155925531,0,8,"Fair"
"ID604","5f2bffa8d4f0d601244ab240",0.848069857727267,5.21827595752087,0.779918305563984,0.125711662162209,4.65481601618155,0.411189177263061,0.23189230790135,-68.1973364595216,17,5,"Unfair"
"ID605","5f2c05948726de01f9bf6a7c",0.73727881395026,4.68174424930771,0.995779602814154,1.84325883976237,8.94219528696651,0.297806115194388,0.0217320090557323,-81.5173026688125,5,6,"Fair"
"ID606","5f2c07c53622f2034a40db50",0.0210937306689898,0.278999965594282,0.454478075610705,1.63496870198694,0.0958643045757465,0.401986911480298,0.978444350204103,-58.6305630223795,14,4,"Unfair"
"ID607","5f2c10bad876b704a0759fd6",0.00282189936861139,2.61687179295606,0.00261330144223928,2.81657763881072,2.4973076541301,0.846053697875712,0.419242889195752,-90.7154390111686,2,2,"Fair"
"ID608","5f2d10d8f5f28c000afb87d3",0.802672710231761,1.70028787145796,0.991941651353385,2.37918034618891,11.278623138295,0.50052586482116,0.257066921057499,-89.2907149174568,5,8,"Unfair"
"ID609","5f2d9e2afb4a950991d2a14b",0.634083848698928,6.75702945309783,0.981714253558489,1.52307684113126,3.58903513570621,0.0837500166804495,0.0571300892701724,-70.3039895111364,3,6,"Fair"
"ID610","5f2dc640c29b7f0fed3683e3",0.511898309370687,0.00466138074683854,0.698474455444126,4.92537810387165,6.98602978444807,0.356506438194084,0.964977886266019,-42.1250720003197,0,6,"Fair"
"ID611","5f2e3fea6383511a77d0f9b3",0.999091974447454,3.04255923677875,0.99949825581569,2.756191155402,1.77911357202457,0.723695853401111,0.374315589727011,-64.4042621469859,24,2,"Unfair"
"ID612","5f2e9b642839112147fe5f2f",0.000112258320885553,2.54125089556511,0.124269569880251,1.81844143743852,1.70195765515007,0.252382755115224,0.155190180331661,-51.7862859881176,0,6,"Unfair"
"ID613","5f2f142ffcfbc32f12925bec",0.772760188925706,3.06668546719185,0.164128578489046,0.976404427562887,14.5908432707401,0.851184056456702,0.268154882334768,-90.9980398972228,0,0,"Fair"
"ID614","5f2ffd95ce0c0c061b06a0f5",0.485004964683292,0.562514047761022,0.998031129584486,1.67320850324947,0.837089094011424,0.390038684523204,0.241489288569274,-43.691830055283,3,2,"Fair"
"ID615","5f312ec0687725067ffd15e9",0.358038282028372,0.677093560675185,0.930120963227285,0.847904405068414,5.89933705024004,0.642181092912952,0.922381866472249,-75.128011161244,1,1,"Fair"
"ID616","5f31a239e7ed2f09f2b4a4ef",0.644410238998607,0.121724034953073,0.873474989104769,0.571796849100606,2.2785201882146,0.181501352679765,0.181338838119355,-44.1622137927581,9,8,"Unfair"
"ID617","5f31b2bf1b0c420c2954969c",0.546989574663213,4.36353349131019,0.999967494441642,2.5497971630313,2.43320455254645,0.0518522588314567,0.71067982485925,-58.7944058699385,3,7,"Unfair"
"ID618","5f324e1c83c53019f9fa5da0",0.998394284078096,1.09376207053369,0.897173978265239,10.5194412743581,13.2516974589254,0.146428438509708,0.230641715812928,-83.852685751928,2,5,"Fair"
"ID619","5f32a30554a2e308e31e66ff",0.448623166202157,0.017663260453202,0.996976638212323,0.953728997568894,2.88534358455572,0.193975205865422,0.237518001556233,-45.2791941295208,0,7,"Unfair"
"ID620","5f32f1f9f2bc330b8351c3dd",0.000270752557954567,2.21181180912951,0.00259098297550526,4.49999460090285,2.30000836095604,0.761281892978824,0.238509866519877,-103.446881829547,0,5,"Unfair"
"ID621","5f32f439eab77d0cb4bc38a5",0.26263358225386,0.484178583891419,0.733099064643343,0.325105062236907,1.19378066165215,0.558606918470467,0.446995131238665,-47.1164918735985,0,2,"Fair"
"ID622","5f32fa63575cf50db8d2cc90",0.300114018738455,10.0597286340675,0.50225469661526,0.0136860994321957,7.28429918336753,0.37156131987137,0.339136461092576,-57.7501424751559,0,0,"Unfair"
"ID623","5f33cac684d9d9065dad86a8",0.884485794603227,0.479935333233934,0.942565154182809,0.229139770297736,12.0371869094675,0.305463401007434,0.0276985957885625,-71.2276488913974,23,5,"Fair"
"ID624","5f3503018f696042ee147b91",0.817783201271291,1.09210531892076,0.963829022316776,2.12195119988638,2.87832606007731,0.0694979362060355,0.0576396510520829,-69.1677160950112,3,2,"Unfair"
"ID625","5f355c9e7109cd4e6dd38250",0.77233960586107,1.93967230994839,0.889366960015277,0.813429097598471,13.5863655863918,0.0372023541559213,0.345172164219414,-88.4449537778546,0,5,"Fair"
"ID626","5f3570450db2f81214468db6",0.885835561581396,0.33654397507669,0.996467659864594,1.39559257894417,1.58857098755193,0.717895102924286,0.957112750086059,-33.8179879353457,0,8,"Unfair"
"ID627","5f382871f94c8830854a5bdb",0.679441313175474,0.124916591917246,0.920167406625488,0.626365228277626,3.98251878967502,0.404292599356279,0.233286832839737,-65.7292190309644,1,1,"Fair"
"ID628","5f397d0428b373506d9a6fc7",0.163769279589339,11.220866547308,0.959016752999592,2.48816098173726,7.09358695963458,0.252633060927179,0.143658251256673,-81.6411374732272,4,7,"Fair"
"ID629","5f39a2fd2d394917284dd66f",0.992434457468669,0.660616382451681,0.772901305963764,3.59192398649157,6.91295351453885,0.822788293342283,0.587722234394136,-67.7230840887516,0,4,"Unfair"
"ID630","5f3a500d8741a5616ef6374e",0.723110955116077,1.09250700174737,0.795925673821233,2.29341161587394,0.958546055556824,0.219436438788489,0.28513444824837,-73.9886626511536,4,7,"Fair"
"ID631","5f3ab128c4b6921312f28237",0.0671887662855215,0.0631019413505551,0.342208489413197,4.23053761379379,4.08591602131648,0.154251229927012,0.588690415325478,-36.7039916713315,4,8,"Unfair"
"ID632","5f3c36f298f6eb481d1bd2f4",0.358756529051528,0.0912262980631888,0.988167814890921,0.510509220917314,6.49061903711279,0.477922477850267,0.748138870219967,-53.3563742875298,0,4,"Unfair"
"ID633","5f3d3d4f57b8fe07798fd8b3",0.96787023124556,3.31094862434482,0.84948752698416,1.31463620200235,4.66106520676492,0.0805956337860441,0.230855000826299,-85.9119559000012,15,6,"Fair"
"ID634","5f3e3c158d08ce0008cc9deb",0.619014478751744,2.90832802303313,0.999994255776095,2.020845109192,2.63660659134277,0.965996685043017,0.122539407029276,-56.7893690845127,0,6,"Unfair"
"ID635","5f3e72de0306de0838b6ec09",0.51550060702573,0.113891462904638,0.480414219984567,0.199672568175884,5.80426676064481,0.635895008246948,0.92991085903846,-68.8660500774964,0,3,"Unfair"
"ID636","5f404333140cfe16fe3c195c",0.495842782957362,0.403147916136587,0.411299206723763,0.962367692061405,0.639776299867534,0.00647240421214573,0.136146407458299,-54.6545604794088,8,9,"Unfair"
"ID637","5f417faa35eb0a31e9dad9da",0.139117541515755,0.0615283561768402,0.615693497372498,0.233725656690749,8.5448465489634,0.343083051303324,0.817479179610231,-60.4150778377949,3,9,"Unfair"
"ID638","5f4283d149962e4746b32a38",0.341897447470002,0.0716925545495629,0.00141079305570811,1.25387538230127,7.62925480271132,0.138872690346731,0.965804874154281,-69.0822724198997,16,0,"Unfair"
"ID639","5f438581427f575c562c573e",0.560340006427173,4.64046468293429,0.99903603692041,3.13314134549534,17.2602805571387,0.252164315757097,0.674658555965266,-98.9938576300277,9,1,"Unfair"
"ID640","5f46d480bf76700acde7784d",0.319467139185329,0.180143889058605,0.87228478096914,1.1859777137292,2.20474101894074,0.608956651264404,0.397767594377136,-50.802429123606,0,10,"Unfair"
"ID641","5f48b1cdd8963d367b20dee9",0.981004938543467,0.0606911833952055,0.983495362198289,4.79698263151564,5.76888052357642,0.864991197178727,0.567907438579548,-83.0571680936229,0,5,"Unfair"
"ID642","5f490c36e860a4403193a1ca",0.987929519949757,2.14119999936739,0.944095826153049,0.495081259967976,6.43132844725275,0.000834014048711599,0.383163532812222,-70.9931917028041,0,7,"Fair"
"ID643","5f4a274f21ec8a5971fbb33f",0.00907130211020565,0.0667552129600674,0.245291717062534,3.21186673557597,7.37250448126119,0.608771744781844,0.684298605916692,-39.5108855953582,0,9,"Unfair"
"ID644","5f4abba4eae118551d4dc244",0.6879664948578,0.240281257388418,0.81032169229087,0.0830535825647929,3.30358593623176,0.39112050895634,0.969911783725938,-50.3124538161563,1,8,"Unfair"
"ID645","5f4b519ca3fbc100080a4a2f",0.107049667884336,0.604180055340731,0.284458480498593,0.804337027610119,1.67463995264837,0.885085759978644,0.664875254301561,-64.2039121741285,0,4,"Fair"
"ID646","5f4b8e6bb7e5b374f9798c6d",0.983177486204481,0.701347269325933,0.992290983907897,1.17451307562494,8.24026302250889,0.486095127118287,0.386147497979257,-72.9254214931151,5,1,"Unfair"
"ID647","5f4ba7007200c9762cc4c708",0.995444128033174,1.12730368640482,0.999495890569036,3.06166015921809,1.79475070305236,0.00390671257013992,0.225216925318673,-62.8920561857997,3,6,"Unfair"
"ID648","5f4d3240377d051139514820",0.564821909174893,0.107940162380209,0.520220906763327,0.129083196245489,4.124973944942,0.0451094070271528,0.115575888654014,-59.5824553685582,6,4,"Unfair"
"ID649","5f4e117dbfcaa83f1b418976",0.0967690638631851,0.342385389054873,0.189177370096412,0.255929826147903,1.74028127937758,0.762788108792306,0.713118198084728,-46.4367791706803,0,9,"Fair"
"ID650","5f4ea2ec9ecd220c1fa71341",0.0375484412382741,1.52698286453755,0.999936117460972,3.2646524051968,2.58867604981523,0.688612336908164,0.0184762227134717,-42.4687338043056,0,3,"Fair"
"ID651","5f4f5d8a9468440009ed7a67",0.0196064443928993,0.0337325396488922,0.713326768073574,1.5300254296354,5.62793497345957,0.820490224681933,0.013966335449284,-36.7762031597122,21,6,"Unfair"
"ID652","5f4f69faf3505f0109ed9e75",0.94779952430061,0.214155878613229,0.999727812431831,0.830870080856165,3.18408673712047,0.237937538325491,0.0618739321305853,-70.0770354654847,10,2,"Fair"
"ID653","5f4fc5a17fc3a50dafd67169",0.995086507939022,1.14939876099357,0.976885944025537,0.906573120929527,4.60100899467245,0.716062059093826,0.693662770656329,-62.7974531853746,0,6,"Unfair"
"ID654","5f507cd87b38b81fa565ea20",0.990966005919407,5.43668421023945,0.956493572233712,2.88739857928797,8.55744636245834,0.767642983542669,0.149813715077584,-87.249625353356,9,2,"Unfair"
"ID655","5f50d6ff81dfe726a0f8343d",0.661728087693354,0.288687439640822,0.980516737805471,1.19269356271903,1.48030986477129,0.29789727799721,0.437242264294971,-47.0275903191929,2,10,"Unfair"
"ID656","5f50e3d60305bb088998b766",0.938887647617908,9.18673536157107,0.486463016737812,5.73503941967092,1.25443848462546,0.114511266184739,0.982350761803589,-72.1770567420212,2,6,"Fair"
"ID657","5f515531aa39c237f49f7ecf",0.253200323044969,1.2206827344543,0.802345052241767,5.06928690320241,2.51038713884181,0.845272418372844,0.304125579327755,-72.7780645452502,0,7,"Fair"
"ID658","5f5179be2213ce3c39045019",0.39419453433529,5.19733424340037,0.98675981500317,1.91295507639257,3.45272282998672,0.990252919190718,0.0406569115977923,-70.7774630712866,4,9,"Fair"
"ID659","5f5355baad423e66676c1bd3",0.607979572348859,7.17981344086571,0.303083481582519,5.85311034430854,18.0605524986002,0.529782283923042,0.364216391137482,-94.3505670380453,7,2,"Unfair"
"ID660","5f55f193f3459e9b8c434f9d",0.0450085558965547,0.752341417054736,0.987338809013563,3.15740504097507,3.54980249127966,0.0888980029969425,0.327576105657291,-53.9685003723955,0,6,"Unfair"
"ID661","5f5668cf2db7050961fce434",0.121173897312313,0.277852535075541,0.792350910401666,0.0538482591916431,0.807869273699755,0.354923583243935,0.0654594693559947,-34.0496336386178,0,7,"Unfair"
"ID662","5f572d1df9f7d019f3e042d3",0.826422893826673,4.9708099845077,0.969100746347777,0.504015252808969,15.6143446732868,0.620323409019326,0.0314429182550471,-82.450516845496,5,7,"Fair"
"ID663","5f57b64bfa53f7294eb06880",0.0444558240050167,0.317993195572361,0.00895969904093556,4.6781870278391,7.34440702987354,0.908393458753754,0.646593766276819,-64.7623530199099,1,9,"Unfair"
"ID664","5f58e8f22846f809fda94bda",0.0271099925138426,0.0522607670609132,0.984071597042412,2.08403464643071,5.55826206143362,0.125216284918978,0.339968735567279,-31.5984910253381,0,7,"Fair"
"ID665","5f58ef9874dddc0b064b50cc",0.999784530261366,1.92013780984319,0.992325153413151,2.53537650554234,2.80985084206242,0.665499427744181,0.780986010052749,-59.2306163054509,16,3,"Unfair"
"ID666","5f5907f245fc450e98b98aec",0.756264876414964,0.133707047043398,0.74635259507201,0.120830933531998,3.31999783490312,0.0240580689949498,0.578927286816204,-51.9137417578657,2,5,"Fair"
"ID667","5f59132a01e50c10a2d3a64d",0.99743806681018,2.61114469748612,0.958803188719074,0.0234191273194962,7.00146457190168,0.100484966422568,0.102700511008416,-80.1593728450082,0,6,"Fair"
"ID668","5f59ea191a6180011ed70ef8",0.999441106902734,1.70348725359029,0.931510243359067,0.0240966387879314,6.62378099809446,0.569237973177856,0.232647095110208,-68.4710734489811,4,1,"Fair"
"ID669","5f5a3cf246d1420a931da3cb",0.980820769568429,5.47639490231663,0.999696831848144,2.34394204872825,2.66111160439745,0.447701811940332,0.248100482835204,-89.2979983959972,3,3,"Fair"
"ID670","5f5a546a9aa6fd0df887cf62",0.0439088278819259,0.421679473020527,0.731045105340375,0.797708235098541,2.05591492849194,0.499219887522314,0.995495018202233,-30.8407910108026,1,5,"Unfair"
"ID671","5f5a807de06d3515fa8d18d7",0.789286353163003,0.0713765358006769,0.750862808282261,0.0614947677785203,5.52946287783768,0.854497890441518,0.519907379780204,-53.6734972351168,3,3,"Unfair"
"ID672","5f5bc8914f166135a9937add",0.796818379185214,1.50331670229307,0.830043033984996,1.91560906576234,3.50271627315403,0.0698463416049576,0.0413722084444475,-79.0691736255977,2,6,"Fair"
"ID673","5f5e5def0093336f7d377473",0.329761006053956,0.449244219117407,0.0731154833730792,1.18464675601262,0.721278007701233,0.310857081628774,0.951659555507823,-56.7097124228224,2,2,"Unfair"
"ID674","5f5e6259d39af56ebae15055",0.211644898168074,3.97126917282127,0.984341698065262,0.453947834359087,10.6803616841826,0.508801722355189,0.0355701780517107,-75.2554103730307,0,5,"Fair"
"ID675","5f5e825dfbf10672eb6658f2",0.16417521578907,2.82740330756956,0.479976336832812,4.25788634610671,2.26310548254469,0.790603276537463,0.957293262410369,-77.5992481281444,2,9,"Fair"
"ID676","5f5f381a671929022832eef6",0.423342448795538,2.40112483245926,0.636072557367755,0.529966842565339,0.159139792209747,0.868069928221631,0.269738618197743,-31.1360873800401,3,5,"Fair"
"ID677","5f5f4c36cc787c0009e4d19c",0.412397745613996,0.797591263849565,0.664250375851599,2.22368983601363,4.7088145113666,0.466609481087637,0.533065328394042,-80.863899773266,2,1,"Fair"
"ID678","5f6090c94a605503233dd65d",0.0419475142719053,0.168740060541761,0.95803305198487,0.747103521983747,10.7423497622551,0.239611809824631,0.0368213403113338,-58.8224316838732,0,8,"Fair"
"ID679","5f61d3f558002d17d3729c45",0.925498421475763,0.718112884131846,0.999640160489381,1.75394290851009,5.84269039445429,0.88100326097644,0.728413743985929,-72.9238633463167,0,7,"Unfair"
"ID680","5f61f1b0a760f01b705abdd3",0.857382810768285,0.0073818112187317,0.861753698268135,0.0396355890864987,2.59280615847211,0.977319252200684,0.163530623604753,-17.605814613581,5,8,"Unfair"
"ID681","5f61f5de5de7611af9be165e",0.494071541402336,0.0443922887016848,0.855769240876025,0.976745593204327,3.60955918434538,0.656400280675123,0.636267750474717,-58.8894026586937,1,2,"Unfair"
"ID682","5f61f7f59df6ca1bfe6a8a89",0.985672086865061,0.0140198974310554,0.999331302188072,2.49739105624276,4.14335844589802,0.362469670246711,0.387903078978929,-62.8057571065873,0,3,"Fair"
"ID683","5f632eba01d0853da2464c44",0.0325925020900335,3.81352080982256,0.363754946606393,6.4120857279771,18.2684100642577,0.187121973682257,0.626031208919413,-94.8491843267213,9,4,"Unfair"
"ID684","5f63505cdfc6934188269b3d",0.800069447806703,2.92852514409094,0.839911749708981,0.407078884549782,5.52870896589971,0.566550100355128,0.109076376447718,-77.599979632575,20,8,"Fair"
"ID685","5f63571470efad0009c8f1c7",0.979214639292934,1.57088596472224,0.455141892344499,4.8957094224897,3.53504205061942,0.384687075857904,0.168526384845447,-72.7985124679962,3,5,"Fair"
"ID686","5f64a1291888be0324446d78",0.0731357613701045,0.187794125073828,0.514804602585651,5.56668983606977,9.03777851222388,0.709018590583339,0.054211180293956,-68.2611801259657,16,6,"Unfair"
"ID687","5f6639cfe9f1191e9fc18418",0.0156847823675058,0.659142383620025,0.969072851051232,3.75916753847094,1.37143368124728,0.477652078736063,0.999679056290404,-13.6826943270715,0,6,"Unfair"
"ID688","5f666f67b647c2244363a64e",0.0569594097935703,0.723480880598778,0.9945732590545,5.11150575008898,1.70122533609905,0.900626988990655,0.999358773765015,-22.8989001259,0,3,"Unfair"
"ID689","5f6715ea82fb7d302d0b6ae9",0.247684933869972,0.763528581463797,0.692974331630401,1.09376520821725,0.877419709531005,0.279698309029188,0.578037294291593,-52.4499357862626,7,9,"Fair"
"ID690","5f687d93fd2d5b04432c4661",0.755220477398581,0.562231592592352,0.778225135636788,0.771458624206084,0.321249273841914,0.0923272517183887,0.0118151251053494,-34.3415830956803,0,4,"Fair"
"ID691","5f688f49cd4c0e4e0a84d9be",0.999540893248713,1.76580777424885,0.98587247712098,0.230111833187275,3.00048846884251,0.0385592061263002,0.269386166668682,-71.9004497184644,2,7,"Fair"
"ID692","5f689679cc2af84fa2c57263",0.374125449999815,0.0755804115563864,0.428753310737021,0.260155271735996,7.85768080187274,0.102189049288796,0.899654611624846,-75.0091018077282,4,5,"Fair"
