"","ID","pHI0","uHI0","pSI0","uSI0","upi","etaHI","etaSI","ll","Persec","ICARTot","Order"
"ID142","5c8831d20d005a00131367d3",0.715206303933061,0.368120647509491,0.986819461725823,1.23590064376492,2.99310844042233,0.198973279362312,0.999297326474303,-64.647562903131,0,5,"Fair"
"ID143","5c8a65405abd6b0016767b56",0.999992685460957,3.37088970603409,0.996237577088802,0.631800155368571,1.49917411481782,0.459461367645993,0.303881440796899,-79.3915034794501,0,4,"Unfair"
"ID144","5c8bdc00302d6c0016a70680",0.282629260829885,0.53201661772031,0.11807962008729,4.85391545442282,0.946695855659397,0.575079889570575,0.251010135181062,-56.65474402154,8,6,"Fair"
"ID145","5c8cfc3772503f0001e9c965",0.993200782265713,3.3976942319392,0.942855253373963,0.25694683054702,6.52241895098618,0.000597350525530352,0.214190656308475,-74.5163382754435,0,7,"Fair"
"ID146","5c8e05e7aa473f00015e5fe7",0.904697634736865,1.69771954455105,0.537841949696355,0.0179527005297312,3.23722922390295,0.242691030906047,0.644950090740321,-55.7856540755227,0,7,"Fair"
"ID147","5c915492399a770001aece93",0.404720841393241,0.522129490146147,0.680743214288409,0.208270181337435,3.17978810954151,0.944282867899288,0.0640663547051295,-64.0751031740374,3,6,"Fair"
"ID148","5c92a94f5983f5001664fe08",0.307361422496449,2.79296900543647,0.630172208666997,2.26726632477497,1.06609671616825,0.922567519024835,0.217062956913641,-63.5237931572647,12,4,"Fair"
"ID149","5c9776a67610c800126a37a5",0.595979940126519,0.0507980738270592,0.508307518892694,0.151166627737628,2.46709068682674,0.903269797871604,0.686239837695923,-42.1656747169578,29,3,"Fair"
"ID150","5c9879aed87fc4000155f4ac",0.0598018166985508,1.1505725699815,0.988255217729089,1.53395361168053,8.59591877421663,0.27752296898107,0.0482417547485138,-76.9756018503605,0,7,"Fair"
"ID151","5c9e119a881e9800147050da",0.457931468662337,0.0252853657043809,0.476219911175691,0.0390195356760695,1.89039452049152,0.206740411440217,0.342692266641193,-13.5440030251696,17,4,"Fair"
"ID152","5ca0de7d8001d50018c69031",0.00323228647093701,0.253269968033551,0.964430361583186,0.764153696834693,4.3052566691878,0.587780281298661,0.18993290300055,-26.0168308203027,3,5,"Unfair"
"ID153","5ca1f3847a29720017ba6e03",0.104880681040895,0.0900169696912594,0.926510008584318,0.124994480243729,3.59440898358755,0.33000328224916,0.738126776059769,-28.359039895202,5,8,"Unfair"
"ID154","5ca3adc28618ca001742161b",0.97982751386165,1.92447302527761,0.997082318096111,0.0877888380093562,3.34821856808816,0.00294534908983427,0.453576208737679,-61.8100086266056,0,4,"Fair"
"ID155","5ca62ff267351c0001a652d4",0.00246354079498913,3.11098038522637,0.954923236834589,2.48636967943836,2.14991574369723,0.251622302843058,0.998392785359281,-41.4392510703379,1,5,"Unfair"
"ID156","5ca730801c2e7b0012af7c21",0.923333128509425,0.115164062682104,0.999759053008263,3.73336506974121,2.4805766809928,0.903294026475171,0.337681598591925,-111.36386744485,1,3,"Fair"
"ID157","5ca86b3cb55c520017af9d7e",0.0334987067967468,1.38567360605649,0.676076363988905,0.448226023285822,0.984984988054975,0.990016869753566,0.450170858581638,-38.5991584257088,0,8,"Fair"
"ID158","5cab2b8f1a90ba00141fb656",4.14678777038548e-05,2.99850701658948,0.943304171812683,0.011201468374245,1.72767097508126,0.595110114530651,0.364258681588446,-7.58970710306751,0,4,"Unfair"
"ID159","5cade9a95baa830017900127",0.399077485790724,1.59488686421145,0.999962149843396,3.1801694008092,10.6762084835058,0.308682674827861,0.734064568045534,-80.553157058771,9,6,"Unfair"
"ID160","5cb1ffae6e3f2c001740dfdf",0.0245191957470039,0.456069395082025,0.78261959464254,1.32226616554467,3.13767734583517,0.110181847775478,0.0694471137304189,-44.8430916716023,0,5,"Unfair"
"ID161","5cb237be9d908d000120453a",0.962217993891199,4.7118927168081,0.992455826489506,3.30045177259032,15.5081316280083,0.545062358333324,0.013309564258086,-87.3044350857007,17,7,"Fair"
"ID162","5cbf52b5bba52700168cbe22",0.317588310023546,0.0368873842752289,0.616682659377556,0.0390107452056331,4.06268867161972,0.329750874515079,0.975828411460323,-30.1660701991179,1,4,"Unfair"
"ID163","5cc1a87f3e1f030016f31afe",0.955417772652393,3.10866698938967,0.99710008370326,2.88411655481501,13.0121123084074,0.59791087962457,0.138953229135842,-84.9591138285062,0,4,"Unfair"
"ID164","5cc4969c3b1b1c0018f9da36",0.121000070653,2.06500054130468,0.905525356018051,2.891180477692,11.9743237845493,0.69320779648304,0.50281700452203,-88.5094986511987,1,2,"Unfair"
"ID165","5cc8745ba94e300001fd9687",0.470010263910375,0.159298737623509,0.99064181350505,1.40469535690675,4.74926489368907,0.270585721306976,0.260396030859762,-60.7856060632877,0,3,"Unfair"
"ID166","5ccafdfd42a8970001f8081f",0.908602199471974,0.298214999827494,0.941771184353622,0.436398425674501,2.18384950673889,0.716961111053497,0.863124437341972,-40.5292527807675,0,6,"Unfair"
"ID167","5ccdb020ed1c4f001649810e",0.582683460305767,2.56433718253079,0.999343570685056,2.61553411519756,14.0518111276966,0.296587487202763,0.363358879308556,-87.9522804970522,0,2,"Fair"
"ID168","5cd707bb2e50c90017583e61",0.985617039842232,1.51479122941109,0.999877755906952,2.45119539178638,1.76407316191583,0.874691068914032,0.489617537802286,-49.454639258368,0,2,"Unfair"
"ID169","5cd726aab1fa62001a8de584",0.993458707972485,0.962189018265384,0.956900249520806,0.45011243432259,9.28841045441782,0.823648435804372,0.266579894564092,-79.3964366248929,10,3,"Unfair"
"ID170","5cdc5fc0243827001706434f",0.00954052855448387,0.841017865787869,0.792381287241659,1.6203883546257,2.5445201181902,0.729368565822933,0.974888457146017,-49.4497568281078,2,3,"Unfair"
"ID171","5cdd35e1ffe01a001631cd78",0.276781721089029,1.84058886283951,0.533122305830492,0.00341806325650436,4.2265395721287,0.0864833008892843,0.827748119533435,-44.6478158335915,0,6,"Unfair"
"ID172","5cdd8bb5fceec6001763f998",0.974578276967229,2.25790966268421,0.9050957861252,0.148825323484729,4.33812253427815,0.0608176269790165,0.594469639292279,-60.6871894680944,5,2,"Fair"
"ID173","5cdfb5e4b5dcb500011d0d07",0.540931757849363,0.795504404080542,0.992034638750713,1.29649456485977,2.59069673072247,0.56496452578262,0.346263872895351,-59.8912165469222,0,7,"Unfair"
"ID174","5ce50e4054e33d0001189577",0.736955391736915,0.243459167209864,0.7261080003503,0.320606683293758,1.04552250511901,0.0141789803169143,0.0690492605544853,-37.3730435400536,1,2,"Unfair"
"ID175","5ce56b5de9e85d00159a0174",0.0103575457503502,2.74783551554847,0.98139480586506,0.533844451904748,7.03574069262921,0.52892414754909,0.948976566317,-71.6926507484736,0,2,"Unfair"
"ID176","5ce65aa96ad4e50001097566",0.610992345601707,4.06859324839536,0.88155901540887,8.40059533457212,18.4132645314893,0.218589228331489,0.0776854479208999,-93.2815116198546,17,7,"Fair"
"ID177","5cee4a172674040001d07c5b",0.926966276823793,0.947959115170416,0.927047272941881,0.717167120372247,5.12195611684951,0.00456145706484737,0.0674288735102197,-65.9929937654454,0,7,"Fair"
"ID178","5ceebfea7a3448001a6dd6ee",0.151909387293883,0.15900295675199,0.929255596538551,1.51733864122398,2.80610782304342,0.354256258244392,0.603234257224595,-46.3691831423708,2,3,"Fair"
"ID179","5cf03597beaebd001f0d73ab",0.935579332420679,3.65306906696702,0.999820258401181,1.06791677147731,0.221267698115529,0.10204000475608,0.204979848613964,-119.854097677231,0,3,"Fair"
"ID180","5cf0f45706fb120015ecfd2e",0.996262112554417,4.65873789052387,0.880382359071415,0.0400498998652435,8.29343323881278,0.557466262833182,0.562343337136801,-73.259563329812,0,5,"Unfair"
"ID181","5cf12ddbf17e370017a278c5",0.295082982776463,2.79113693281794,0.931630123325502,3.78232673423726,0.596803159399385,0.838427925456906,0.0343384195395395,-61.2927740470579,2,3,"Fair"
"ID182","5cf656e90acc8f000147f643",2.04731960999052e-05,2.10268257967285,0.717620006572801,2.83849049275297,2.11631118205019,0.445246107179741,0.126928150583807,-41.7948508375062,0,6,"Unfair"
"ID183","5cfe7e8bc2acc60001196300",0.99402386121207,1.37766706078431,0.988123727659093,1.32810430899703,7.14595858974238,0.0501616791352221,0.498812335271744,-74.9022373159553,0,2,"Fair"
"ID184","5d0124a5b35d41000152ded3",0.431851213551696,0.217428167575732,0.997392551832848,5.39717953693186,2.4476553513521,0.780335436770324,0.0893237198451742,-62.7833965279954,12,6,"Fair"
"ID185","5d0a345d8d7a4b000172fb93",0.538679666781039,0.31257020862754,0.639467555452027,0.473875064862134,3.89988617463974,0.901858312750234,0.107944952786964,-69.3251729011553,0,3,"Unfair"
"ID186","5d0b787c4d659a000139110b",0.486666330347631,3.02737328386473,0.998366474756128,1.40206770443916,4.03492067309818,0.320404039702919,0.191412710628234,-69.0844793169973,0,6,"Unfair"
"ID187","5d0cc9b80622c6000144f1d6",0.0316713857263232,4.80088691851589,0.511408783064323,0.262748963969056,0.582012684792003,0.97022268735003,0.69391592199579,-46.0655373381654,13,4,"Fair"
"ID188","5d124464019fa6000162bfdb",0.00253833843721572,1.45968881806195,0.365128372443286,4.84476102202119,8.74522638432852,0.38733419589755,0.48591623925666,-78.5789467234244,1,7,"Unfair"
"ID189","5d1290103b20b0000102e8e3",0.941825128249852,0.335412606370703,0.961696089189071,0.265788202652561,7.04259086977109,0.00233660309262354,0.626377249269502,-67.2482177689053,2,7,"Fair"
"ID190","5d166c21e1c05200198b446d",0.167430224698167,0.135431449274594,0.641174478627468,0.463823942903148,0.893332591484683,0.868136077030834,0.258410947591451,-41.9870570840593,0,7,"Unfair"
"ID191","5d1bbbd63788ac0019ced5d9",0.417311248306339,0.927664908456558,0.465009447501315,0.701296398651563,0.274574697820206,0.541576055847581,0.955955817088483,-32.6936760672579,0,9,"Fair"
"ID192","5d1bcfd2e24a990001f327a3",0.00679396035665974,1.47284066069633,0.394912190660764,4.55643764439729,4.6923167973859,0.259925744442853,0.859956234860198,-69.6992401796827,0,9,"Unfair"
"ID193","5d211227bdbc65001b7ace0a",0.528251127754902,0.00455800665121205,0.853518713703499,1.90726881568696,3.20963018021772,0.297035213922659,0.19424769306511,-38.3160847336244,0,4,"Unfair"
"ID194","5d24c2146dd2960016cef0b7",0.309064180425041,11.1148322367363,0.936840769923091,0.476693216737117,9.49481824943331,0.686564087087322,0.0577101381260631,-76.3591077623274,11,6,"Fair"
"ID195","5d26311d948902000131c225",0.0256290848986072,2.50123428709289,0.737701883975357,4.19811749506039,10.7139544982793,0.251618389043597,0.315897182451967,-92.6899621272424,1,7,"Fair"
"ID196","5d26c8bc341630001a250a2f",0.936263469258873,0.104133733022309,0.976951973149006,0.129619001536144,3.28483720163005,0.54246764251231,0.792117060195227,-32.8242988728798,3,5,"Unfair"
"ID197","5d279cd62c5700001b7ec29a",0.37177357043702,0.824241056839533,0.999968665505897,2.53009780909049,1.97581757610139,0.832581315294914,0.187755147304959,-87.7148836108274,29,5,"Unfair"
"ID198","5d285eb5324974001908c626",0.345262116007725,2.81241798918648,0.518436056111835,0.012017346597854,4.80217932099328,0.218983430648665,0.226626426244063,-51.7990979506062,1,0,"Unfair"
"ID199","5d2e2703a845b0001b439e08",0.365980703185145,0.242746466929421,0.127697358506249,3.7039754969816,1.98021036169995,0.930225715843191,0.268963265783199,-60.6377846836117,4,7,"Fair"
"ID200","5d37763a3cedb40001afecf5",0.976122229900424,0.342840932976441,0.999067143539829,1.44789921350445,2.26981224868179,0.495689418182801,0.0064186390379079,-83.8038658555417,6,4,"Unfair"
"ID201","5d39bb499f4f3f00158298f2",0.236995646885575,0.0674653531106018,0.988577159751231,0.574837129955035,3.63657210280808,0.41366733865828,0.977835272213592,-42.3753113370404,0,8,"Unfair"
"ID202","5d3e019693eb2d0015788062",0.726988201765069,0.12050958156989,0.989129858955622,0.068698567593162,3.50150941240916,0.319185246253704,0.561216279663822,-31.3564404257294,0,6,"Unfair"
"ID203","5d404c6a584cc80017e81001",0.953762477318978,0.17249448688615,0.947363166172248,0.162573097899832,0.223314704135778,0.612965851733984,0.876477540884551,-91.899373397386,0,3,"Unfair"
"ID204","5d442c09f7386b001a3c2477",0.212908869167404,0.10061685746272,0.76573946409377,0.101794363450795,1.19743296467314,0.605003608775573,0.214734951766887,-28.9531572154244,0,6,"Fair"
"ID205","5d45521afdaaad00010ec185",0.519513209446878,3.31760856085525,0.810639083210639,0.259802903921725,4.87459239915885,0.171439669532298,0.0856862033483309,-74.1136667677968,3,7,"Fair"
"ID206","5d4b334b1813250017d3c6cc",0.0850761560149438,1.24243529700642,0.887622632738848,1.6070098462621,5.075329256892,0.632580850879607,0.918376868867283,-72.8509576656268,0,5,"Unfair"
"ID207","5d4b4d093574500018795f36",0.253699124973509,1.79257267120978,0.511867923300037,0.336131722899426,8.39859170427923,0.506304966384278,0.786041884381008,-81.4503247893721,8,5,"Fair"
"ID208","5d53346807e8740015e561ed",0.745259813277601,0.0359288590051973,0.97289957622849,0.351110507032574,1.96316470280254,0.219343507214262,0.913645188717355,-37.2391090680635,13,5,"Fair"
"ID209","5d53b3d1e8e8960018276120",0.898325032332511,2.45302896102427,0.965898027397908,0.110444183965927,1.96246436266714,0.411647634126131,0.50312879563293,-61.7927433874252,0,8,"Unfair"
"ID210","5d53dbf16b0cf6001646dbf1",0.000912947976354901,3.21496807283182,0.453410786216359,0.0521586781194769,3.48285189348286,0.445887698372358,0.180800085209858,-59.4862557672812,0,7,"Fair"
"ID211","5d5402545aef9b000118fd50",0.53898124329734,4.53213604338739,0.455471979290701,2.84151266000673,0.316073118526842,0.945236018619841,0.932097156299902,-71.7540950410985,8,8,"Fair"
"ID212","5d5560c71f535a00183d28e5",0.231286927266242,0.492048594145881,0.4646294189085,0.287460792416654,1.06452525160472,0.830235410917174,0.36448839235618,-57.8038619958304,0,8,"Fair"
"ID213","5d5582d5c20c10001aaba934",0.275237674501232,0.0191344101011184,0.738876760670808,4.47916251353629,1.73296502754684,0.0268314994723094,0.195537455620718,-29.8435478794681,0,8,"Fair"
"ID214","5d55a320d9450800172506d4",0.148511728942539,0.337220081395542,0.065848226532384,0.919092005917799,2.72318526339079,0.946150932712135,0.374873131952189,-64.3776906184022,0,3,"Fair"
"ID215","5d55aa13b125380018b5562c",0.950095366912052,2.44498116657847,0.999812897592036,2.70843078122116,3.07854248276756,0.220298565648653,0.390997954403796,-89.0817566652169,3,4,"Unfair"
"ID216","5d55b289e04e1c0017f5e602",0.224130968225808,3.6127656078182,0.423131021634892,0.126095523172502,13.0859547488886,0.0537927280189938,0.521495400560283,-84.8513770643354,10,1,"Unfair"
"ID217","5d5728471da7d10001a1a600",0.657605126642809,11.1737481139584,0.90367731498783,0.598933620780556,4.18938343616871,0.104363245683069,0.997877515528167,-76.2864579010131,2,6,"Fair"
"ID218","5d5c1fec3690e5000187b4fb",0.609558383071781,0.119592703551826,0.387912220811217,1.44081560303102,1.45427502868441,0.327592918049492,0.988948085105165,-48.6065265262514,6,5,"Unfair"
"ID219","5d61aca9b242ef0001f125b3",0.426840895646884,0.16459068247939,0.236444151600167,2.0355231260332,10.8111603357335,0.749523905276441,0.501886177652059,-82.0697081037132,2,9,"Unfair"
"ID220","5d62e42406ed5a001a2084f3",0.189281356174833,4.88029343190651,0.954300050891686,3.15480211381061,9.10270433971092,0.0924045317659103,0.146691103770234,-83.7022843206577,1,10,"Fair"
"ID221","5d643088609a430016a3d990",0.0454698528885519,0.153202083933906,0.548550531714386,2.99307235343926,3.62952607552061,0.687715935767733,0.753111949249216,-50.2582314372814,0,5,"Unfair"
"ID222","5d654a1e855d77001b10dd92",0.000187545097118749,0.861424444784176,0.46658001779435,2.69397373982403,2.41070426560109,0.855703573035442,0.520073585758619,-40.4404671548291,0,9,"Fair"
"ID223","5d66405b87d5d800014a7799",0.970240342006982,1.30507381436341,0.986611417977942,0.0830097982858861,6.83460931510349,0.000432305035194744,0.54182739428296,-67.6132602267721,24,2,"Unfair"
"ID224","5d692e475719130015a805cd",0.286088300982671,0.347994205242359,0.690403391307597,0.087252211333607,2.2218922438716,0.346132823230295,0.9061473806706,-48.661333677758,0,4,"Fair"
"ID225","5d6ae722c160f500175daa9b",0.0110296322116446,1.06404879895932,0.0277853833247368,2.43084655620832,4.62122470212608,0.507304933630485,0.264005182527525,-73.2454318741657,6,9,"Fair"
"ID226","5d6eb1ba1c79b20001fa0386",0.544285678743658,0.699233126310783,0.979990547173468,3.96935463816437,3.740161333929,0.0777891183358683,0.286866784829345,-77.721637562228,3,6,"Fair"
"ID227","5d73e916515c8b001bed0c5d",0.0343050902431022,0.168137218394157,0.525753905038852,0.326711671662331,1.62547821451589,0.581871831683297,0.00237042991868039,-24.3751807407724,0,9,"Unfair"
"ID228","5d756ce093a94500163ea6a2",0.0562029877258658,2.06094618746116,0.35949340549269,7.14012205739791,11.650022828163,0.834348728355527,0.330226628991382,-87.1718919409457,1,6,"Fair"
"ID229","5d7693e9e8e18a0001f28996",0.00262336015400833,0.0708586771694709,0.0313557681499226,0.702511385904674,3.43572780079672,0.71549434495959,0.553972150596319,-32.200775962928,0,10,"Fair"
"ID230","5d78a675b04edb001a089150",0.000225374685584251,1.09415894732084,0.761128937766929,1.84861387927626,2.01828163313621,0.962819602021878,0.99917183880416,-13.3717846577799,2,4,"Unfair"
"ID231","5d7e1d2db5bd580017d11cec",0.995820033363159,1.44129678096955,0.999673939610782,0.739918423239205,3.20915628801393,0.310299638759841,0.535912842476937,-73.5240578602464,1,4,"Unfair"
"ID232","5d8154a847a45600189e8f35",0.354311977872796,0.068857023216077,0.96394337424811,0.502713674925055,2.57306636476555,0.40250302393094,0.89581161347017,-36.2831586402497,0,0,"Unfair"
"ID233","5d825b9b812e1e001556261f",0.611452727296443,0.402273243438682,0.712771835239544,1.48717669224782,2.89648082427545,0.481518125952742,0.81027930135284,-71.0803164600353,0,6,"Unfair"
"ID234","5d85994fbbc0800019390cd4",0.405333069811607,0.131148997802789,0.378860676736138,0.184164616822801,1.34770684776556,0.0362186000501903,0.0969035619250721,-42.599941956418,1,2,"Unfair"
"ID235","5d87eff52447650001f822cc",0.863012120514662,1.11471616780204,0.999992188208659,2.66474690776812,1.77764743395695,0.0505083856316536,0.125408815443171,-82.8310191768885,8,7,"Unfair"
"ID236","5d893e68f58b17000184839f",0.709546027065964,0.216951216351896,0.967832047856004,1.05497572772475,4.65462282624627,0.644739622848974,0.615825081321749,-63.153931875566,0,9,"Unfair"
"ID237","5d8f59c15231090015a7ae08",0.464370262828523,1.2519571140309,0.3202625655902,0.580471015574675,2.91655513152675,0.85871059350373,0.52742593769613,-71.833970483594,28,2,"Fair"
"ID238","5d91a7c336017c00192a6755",0.193027475687043,0.256169887873329,0.501852787099055,1.63701398036251,1.04492134910561,0.15328984442591,0.984434284407717,-29.6892681444377,0,2,"Unfair"
"ID239","5d921a2e34fc500016df8e5f",0.505137369923662,0.0208470272980123,0.513312272512397,0.0356514269885286,2.30316836542317,0.332393255756458,0.861042180376622,-10.4504291584198,0,3,"Fair"
"ID240","5d9d0791f03a95001726799d",0.9995584297734,1.72497832673958,0.955784334800902,0.0112581726236012,2.76591414564783,0.525876412195854,0.453932075193376,-77.6211833062115,0,4,"Unfair"
"ID241","5d9e1929203419001625df07",0.005958960405895,2.32434655947636,0.990390156604569,1.6865645845031,1.01161786415922,0.452170872206272,0.96962872148132,-22.4196484949831,1,6,"Unfair"
"ID242","5da1eb441b927a00168d2a30",0.945261872195833,0.492900046154894,0.966538719713462,0.469314738047149,2.95053516243399,0.548736389706217,0.348730530330193,-55.1853427376003,4,7,"Unfair"
"ID243","5da4ae83fa7abd0016ddd461",0.0958566660564577,0.448078329690158,0.224954629114172,0.224494198128666,5.62961829697984,0.614822782914692,0.920408851137442,-76.9628547609973,0,7,"Unfair"
"ID244","5db1b1b6cd3329000ba29566",0.314052399664916,0.0844946361796302,0.707522501206126,0.0302438605986854,0.941465996101346,0.794264096611046,0.610455187764499,-24.3199431314688,0,6,"Fair"
"ID245","5db1f2b6dd5fa3000a552ede",0.513103623616253,0.09742502711788,0.499878249501162,0.251359612377821,1.51918418490698,0.692335239202919,0.514000730421061,-59.6130262512386,4,6,"Fair"
"ID246","5db4ab7dc8f993000c9d2c5f",0.158969514765004,0.0712285232807686,0.51212419006078,0.155589673398699,2.59000953918156,0.635122735395867,0.778220984527926,-39.3686547361453,1,3,"Fair"
"ID247","5db6ec97d9b41d000b2464eb",0.161181552678902,2.46409544152209,0.999948953844515,2.2547941866045,6.02650518587581,0.502230255107389,0.0659077341159986,-71.9148874828803,16,4,"Fair"
"ID248","5db8a8831d5c1a000e5bc4dc",0.576383420800345,0.21889330542143,0.368713730755878,0.202839800477968,1.60529955640022,0.814160427696436,0.966660589372799,-60.2687663962588,0,8,"Unfair"
"ID249","5db92f4d8e9761000d7d7a8b",0.982075831459707,1.53377618978205,0.999759849580927,2.75707374654436,10.8419007467769,0.665830700876314,0.458939076438229,-79.682408737438,7,2,"Unfair"
"ID250","5dba043b732f4c0607595ec5",0.552648690464942,4.23268925174678,0.99379198425205,1.10342342014734,16.2632859146786,0.0208598353819904,0.0478332636153171,-84.5849830285961,1,7,"Fair"
"ID251","5dbab43dfbc6bc0d009d6c6e",0.374006262756485,0.254163930790031,0.261834531112371,1.00623061601834,2.07678405657508,0.786729393245936,0.216998135118646,-61.9339249068745,0,6,"Fair"
"ID252","5dbc7bb351b13c22d8df0fe8",0.724250566424301,0.190158011803521,0.890437969029494,0.980873353529323,10.6850747886206,0.603654838285365,0.718144410940787,-81.3435813905143,0,6,"Unfair"
"ID253","5dc486da84799a35fbede98d",0.969639070107229,1.82321249980485,0.959822815822628,0.113760124059419,10.096774772645,0.148902963342007,0.700324700119272,-74.6925546068845,2,2,"Unfair"
"ID254","5dc6eadc4d2b664e2ce6d319",0.743190037227073,0.441893348498807,0.775678525899622,0.419765977239387,1.36756511986925,0.769782709961533,0.0230190392232112,-48.380920633307,4,4,"Unfair"
"ID255","5dcb2bb4ae3b3b814b5fe27d",0.999420465560667,2.59008453018799,0.991968577695295,0.0556798003365221,2.28129193462176,0.0605893212234382,0.744089763461414,-69.6303485569998,4,4,"Unfair"
"ID256","5dcd4ccd0ee193016c26409f",0.303361807738552,0.157239566165685,0.362191850318602,0.0807951190027785,12.695403254567,0.545619699446694,0.843536128264491,-77.6596711905412,0,3,"Unfair"
"ID257","5dcd9694f6695d000b53f502",0.999695925615078,2.56728048410455,0.94430291038413,0.0213139973694156,3.01228692005264,0.0493002866807995,0.457003271233536,-70.5802743768602,9,2,"Fair"
"ID258","5dce556e93729c0dd37e570c",0.487435231296076,3.86051618496051,0.812587336318845,0.325045642723211,1.21839345054186,0.0558561581980216,0.26859650675601,-54.4355529023469,5,5,"Fair"
"ID259","5dceb951381b67000e06113d",0.985008813434548,0.828669262513432,0.924968538452452,0.596841952444153,6.7883441774675,0.931562286557221,0.119762275025656,-68.0271708731337,22,3,"Unfair"
"ID260","5dcfe05d1228d90e53724347",0.514574594677381,1.37173248519537,0.502694056641764,2.05670585277723,0.337593537656767,0.100249768421943,0.358347163679134,-46.5751844721197,0,7,"Fair"
"ID261","5dd28e64cf08aa2982532314",0.752839742547668,1.03897026602435,0.999210660306585,4.32055104435072,3.64178830983039,0.237050018651258,0.172324315838462,-71.5764269315892,11,7,"Unfair"
"ID262","5dd5b7e718beb657ad00c313",0.999620050901126,5.28424621941879,0.938326944647442,0.86792410623666,2.81758246974373,0.238199505269701,0.358715271437864,-66.3028736721661,14,3,"Unfair"
"ID263","5ddcf7679dac7cc5e395cd35",0.874627452557244,0.128634837381926,0.889681571954252,0.170216858058062,9.37601997455624,0.531126418500036,0.359284854077445,-61.4544646252069,0,4,"Unfair"
"ID264","5ddd9d0e40460ecfff653cb5",0.329449514483531,0.471560341956278,0.894811242354032,1.30745055674676,1.09672734243335,0.174809974441784,0.996636199625322,-37.1489620274569,5,4,"Unfair"
"ID265","5de1868db28cf71e8fd77007",0.860165912376515,9.24421988552223,0.869100799683703,5.74039839621767,17.0868997324584,0.324055693469097,0.268690192953731,-89.1287212140699,0,5,"Fair"
"ID266","5de25cb38fde1c290dfa32a6",0.14096108341933,6.53529587738691,0.876122993566627,7.03639544754351,10.7799435670483,0.0933843347572278,0.161981403046941,-87.1083024877984,0,4,"Fair"
"ID267","5de960efa71cf402386bfe40",0.997829449573261,0.359713437850956,0.99813154973497,0.377097452808666,5.73501444041322,0.194065444309677,0.416346262866596,-62.8390672855236,2,6,"Unfair"
"ID268","5deaabae61513d1d56c7e52a",0.214713773000015,0.229587438719366,0.755480254249263,6.65013417244527,7.67876497373187,0.642833991153979,0.0654001840238836,-76.0835762899094,1,7,"Fair"
"ID269","5dead046603cf720024181d8",0.448630667968434,6.9763540568888,0.682917246929687,0.368262046314006,1.74322652955672,0.0953562914160695,0.250028447948286,-66.0056619486575,5,3,"Fair"
"ID270","5dece22f8b5f8b3a80ab3f54",0.493712991650477,0.0482934507931605,0.969634492144267,0.94828090349249,6.10576949400749,0.315433047041723,0.616497647412297,-56.7369484477581,4,2,"Unfair"
"ID271","5def763ea484415fecd02221",0.998816194414557,0.54644623346958,0.999625569519952,2.15509282575546,5.61723863483597,0.35025896256675,0.0278262018449843,-73.2681841116444,0,7,"Fair"
"ID272","5df77c5f69a11751a9e8c6d7",0.73855894205222,3.6110071474658,0.955155325059836,0.788268349157935,5.89767762970909,0.0874938909875643,0.0149317545288337,-75.9123538352729,5,6,"Fair"
"ID273","5dfa688379f2fa7b1cdf180f",0.931465382915547,2.28382321686999,0.834336124939156,0.714513583465248,8.95880814017118,0.200461650722026,0.202527643320188,-83.4341436568413,2,3,"Fair"
"ID274","5dfa781efa3d107cc08854a9",0.963656346884197,2.76395987178698,0.999637040143479,2.37334653240586,5.5346928417714,0.129959651700897,0.0773270182471538,-87.7346263245068,9,4,"Fair"
"ID275","5e0125d4c12a36d0d6b84b93",0.174842139328737,0.77892362784309,0.986227725567652,1.03204233982315,7.06403139914337,0.0635788784185742,0.0230942228029445,-71.0401551009984,1,3,"Fair"
"ID276","5e06174335a7a5006aa0df98",0.212024383393134,0.238277137017714,0.318458300341403,0.551261507277573,2.40362474486443,0.531079592486534,0.0660424387570554,-76.376027150004,19,7,"Unfair"
"ID277","5e067f13e632e10594734ab5",0.446366498452141,0.595714758314999,0.274031507731388,4.41061394615605,3.96932947565398,0.0785593279743045,0.441149962130838,-80.5037783289666,25,7,"Unfair"
"ID278","5e0b3cf40db89237cdbd9e31",0.410359583512629,0.310879532099243,0.407953073864267,0.314945797949326,2.31996760711837,0.128942177839609,0.0547969131299322,-72.3798746958919,14,4,"Unfair"
"ID279","5e0f26b63ccda26295505f0d",0.906732666760132,0.727408107570725,0.951173202109111,0.888245984747169,4.65818241514304,0.0611196170957101,0.00391061607976299,-68.8412309769857,0,3,"Fair"
"ID280","5e0f5f8658a5c768bf461df8",0.819200277478056,4.36765576176497,0.997913831256692,0.124702090274905,4.57049036560112,0.0616346866067339,0.604315411711136,-53.4217636409729,0,2,"Fair"
"ID281","5e1339cd11d87998afeb8825",0.101242797882329,3.25928186387503,0.952854685401206,0.0459715861697414,4.44142908258253,0.977941348397046,0.52010711780391,-43.2051684743306,0,7,"Fair"
"ID282","5e13a1381e2e589db94cd20b",0.00135562783392344,0.0872721262355496,0.621056908913321,1.76921689881917,8.86765395076092,0.649186403944554,0.707005073768327,-42.0014606779438,0,7,"Unfair"
"ID283","5e14c7c3cbfadc000d032ddf",0.54578089676604,0.166471670664932,0.999854294886982,4.14316279242441,1.51327376495506,0.514001132887778,0.738408402439185,-39.7483123191475,19,3,"Unfair"
